,name,Marka,GENEL BİLGİLER - Ürün Amacı,GPU Modeli,CPU Modeli,RAM Boyutu,Dokunmatik Ekran,Ekran Boyutu,Çözünürlük X,Çözünürlük Y,Yenileme Hz,price,G3D_L1,G3D_L2,G3D_L3,G3D_L4,GPU_PassMark_G3D,CPU_PassMark
121,Casper Excalibur G911.1490-DX70A-D,Casper,Oyun,NVIDIA GeForce RTX 4070,Intel Core i9-14900HX,32.0,False,16.0,2560,1440,165.0,121491.12,,26926.0,,,26926.0,45196.0
122,Lenovo ThinkBook 16p G5 21N50024TR,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,32.0,False,16.0,3200,2000,165.0,75999.0,,19544.0,,,19544.0,45196.0
123,MSI Crosshair A17 HX D8WGKG-012XTR,MSI,Oyun,NVIDIA GeForce RTX 5070 115W,AMD Ryzen 9 8940HX,32.0,False,17.0,2560,1600,240.0,85799.0,,,21966.5,,21966.5,52121.0
124,Lenovo Legion Pro 7 83DE0090TR,Lenovo,Oyun,NVIDIA GeForce RTX 4080 175W,Intel Core i9-14900HX,32.0,False,16.0,2560,1600,240.0,133440.0,,,24903.0,,24903.0,45196.0
125,Casper Excalibur G870.1362-EN60R-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,64.0,False,15.6,1920,1080,60.0,77599.0,,20706.0,,,20706.0,24148.0
126,MSI Vector 16 HX A14VIG-825XTR,MSI,Oyun,NVIDIA GeForce RTX 4090 175W,Intel Core i9-14900HX,32.0,False,16.0,2560,1600,240.0,345599.0,,,27214.0,,27214.0,45196.0
127,Dell G16 7630 G76302401024U09,Dell,Oyun,NVIDIA GeForce RTX 4070,Intel Core i9-13900HX,64.0,False,16.0,2560,1600,60.0,106932.49,,26926.0,,,26926.0,42986.0
128,HP ZBook Fury 16 G11 (5F9K2ES),HP,İş/Mobil,NVIDIA RTX 4000 Ada Generation,Intel Core i9-14900HX,32.0,False,16.0,1920,1200,60.0,181769.0,,24004.0,,,24004.0,45196.0
129,MSI Vector 16 HX A14VGG-271TR,MSI,Oyun,NVIDIA GeForce RTX 4070,Intel Core i9-14900HX,32.0,False,16.0,2560,1600,240.0,200000.0,,26926.0,,,26926.0,45196.0
130,Dell Precision M7680 XCTOP7680EMEA_VP2A2 (741035590417),Dell,İş/Mobil,NVIDIA RTX A5000,Intel Core i9-13950HX,32.0,False,16.0,1920,1200,60.0,236337.64,,22646.0,,,22646.0,41504.0
131,Dell Precision M7680 XCTOP7680EMEA_VP2A4 (741035590431),Dell,İş/Mobil,NVIDIA RTX A5000,Intel Core i9-13950HX,32.0,False,16.0,1920,1200,60.0,236896.36,,22646.0,,,22646.0,41504.0
132,MSI Katana 17 HX B14WFK-217TR,MSI,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i9-14900HX,32.0,False,17.3,2560,1440,240.0,87999.0,,,18049.0,,18049.0,45196.0
133,Dell Precision 7780 XCTOP7780EMEA-VP2A2,Dell,Genel Kullanım,NVIDIA RTX 5000 Ada Generation 175W,Intel Core i9-13950HX,32.0,False,17.3,1920,1080,60.0,243161.0,,,23599.0,,23599.0,41504.0
134,Monster Markut M7 V6.1.2,Monster,İş/Mobil,NVIDIA RTX 3500 Ada Generation 140W,Intel Core i9-13980HX,64.0,False,17.3,1920,1080,144.0,228499.0,,,19708.0,,19708.0,46333.0
135,Lenovo ThinkPad P16 21D6003NTX02,Lenovo,İş/Mobil,NVIDIA RTX A4500,Intel Core i9-12950HX,32.0,False,16.0,3840,2400,60.0,133449.19,,21205.0,,,21205.0,31576.0
136,Casper Excalibur G911.1490-DN90X-D,Casper,Oyun,NVIDIA GeForce RTX 4090,Intel Core i9-14900HX,32.0,False,16.0,2560,1440,165.0,170000.0,,38185.0,,,38185.0,45196.0
137,Casper Excalibur G911.1490-DX90X-D,Casper,Oyun,NVIDIA GeForce RTX 4090,Intel Core i9-14900HX,32.0,False,16.0,2560,1440,165.0,170000.0,,38185.0,,,38185.0,45196.0
138,Lenovo LOQ 15AHP9 83DX008DTRP419,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,AMD Ryzen 5 8645HS,96.0,False,15.6,1920,1080,144.0,63378.66,,,14411.0,,14411.0,22433.0
139,Monster Tulpar T6 V3.1.9,Monster,Oyun,NVIDIA GeForce RTX 4060 105W,Intel Core i7-13700HX,64.0,False,16.0,1920,1200,165.0,69354.12,,,17452.0,,17452.0,32551.0
140,Asus ROG Strix G16 G614PM-S5062,Asus,Oyun,NVIDIA GeForce RTX 5060,AMD Ryzen 9 8940HX,16.0,False,16.0,2560,1600,240.0,86999.0,,20706.0,,,20706.0,52121.0
141,Asus ROG Strix G16 G614JIR-N3026W,Asus,Oyun,NVIDIA GeForce RTX 4070 140W,Intel Core i9-14900HX,32.0,False,16.0,1920,1200,165.0,124761.0,,,19576.0,,19576.0,45196.0
142,Casper Excalibur G911.1390-DF90X-C,Casper,Oyun,NVIDIA GeForce RTX 4090,Intel Core i9-13900HX,32.0,False,16.0,2560,1440,165.0,98735.99,,38185.0,,,38185.0,42986.0
143,MSI Creator 16 AI Studio A1VHG-023TR,MSI,İş/Mobil,NVIDIA GeForce RTX 4080 105W,Intel Core Ultra 9 185H,32.0,False,16.0,3840,2400,120.0,379199.0,,,24903.0,,24903.0,29394.0
144,HP Victus Gaming 16-s1022nt (9Z794EA Zi735),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,64.0,False,16.1,1920,1080,144.0,69383.04,,,14411.0,,14411.0,28471.0
145,HP Victus Gaming 16-s1026nt (9Z796EAW18),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,64.0,False,16.1,1920,1080,144.0,86932.72,,,14411.0,,14411.0,28471.0
146,HP Victus Gaming 16-s1026nt (9Z796EAH17),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,64.0,False,16.1,1920,1080,144.0,85648.0,,,14411.0,,14411.0,28471.0
147,Dell Precision 7780 XCTOP7780EMEA-VP2A4,Dell,Genel Kullanım,NVIDIA RTX 5000 Ada Generation 175W,Intel Core i9-13950HX,32.0,False,17.3,1920,1080,60.0,241114.0,,,23599.0,,23599.0,41504.0
148,MSI Stealth 16 AI A2HWGG-056TR,MSI,Oyun,NVIDIA GeForce RTX 5070,Intel Core Ultra 9 285H,32.0,False,16.0,2560,1600,240.0,106299.0,,29031.0,,,29031.0,33936.0
149,Lenovo LOQ 15IRX9 83DV00G5TRP12,Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,144.0,81313.14,,,10171.0,,10171.0,30673.0
150,Lenovo LOQ 15IRX9 83DV00AFTR BT31,Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,144.0,80066.96,,,10171.0,,10171.0,30673.0
151,Lenovo ThinkBook 16p G5 21N50018TR,Lenovo,İş/Mobil,NVIDIA GeForce RTX 4060,Intel Core i7-14650HX,32.0,False,16.0,2560,1600,60.0,60999.0,,19544.0,,,19544.0,34843.0
152,MSI Crosshair 17 HX D14VGKG-075TR,MSI,Oyun,NVIDIA GeForce RTX 4070 140W,Intel Core i7-14700HX,32.0,False,17.0,2560,1600,240.0,94999.0,,,19576.0,,19576.0,37171.0
153,Dell G16 7630 G76302401024U08,Dell,Oyun,NVIDIA GeForce RTX 4070,Intel Core i9-13900HX,64.0,False,16.0,2560,1600,60.0,102843.0,,26926.0,,,26926.0,42986.0
154,Acer Nitro 16 AN16-42,Acer,Oyun,NVIDIA GeForce RTX 4060 140W,AMD Ryzen 7 8845HS,96.0,False,16.0,2560,1600,165.0,88361.72,,,17452.0,,17452.0,28471.0
155,Lenovo LOQ 15IRX9 83DV00G7TRP09,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,144.0,55912.1,,,14411.0,,14411.0,30673.0
156,Monster Tulpar T6 V3.4.9,Monster,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core i7-13700HX,64.0,False,16.0,1920,1200,165.0,88945.97,,,21966.5,,21966.5,32551.0
157,Dell XPS 14 9440 XPS944025011300WP,Dell,İş/Mobil,NVIDIA GeForce RTX 4050,Intel Core Ultra 7 155H,32.0,False,14.5,3200,2000,120.0,269999.0,,,14411.0,,14411.0,24826.0
158,Dell Precision M7680 XCTOP7680EMEA_VP2A1 (741035590400),Dell,İş/Mobil,NVIDIA RTX A5000,Intel Core i9-13950HX,32.0,False,16.0,1920,1200,60.0,233729.34,,22646.0,,,22646.0,41504.0
159,Monster Tulpar T6 V3.3.9,Monster,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-13700HX,64.0,False,16.0,1920,1200,165.0,75799.0,,,18049.0,,18049.0,32551.0
160,Dell Precision 7680 XCTOP7680EMEA_VP2A6 (741035590455),Dell,İş/Mobil,NVIDIA RTX A5000,Intel Core i9-13950HX,64.0,False,16.0,1920,1200,60.0,237920.66,,22646.0,,,22646.0,41504.0
161,Casper Excalibur G870.210H-EN60R-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core 5 210H,64.0,False,15.6,1920,1080,60.0,75853.03,,20706.0,,,20706.0,18879.0
162,Dell Precision 7780 XCTOP7780EMEA-VP2A1,Dell,Genel Kullanım,NVIDIA RTX 5000 Ada Generation 175W,Intel Core i9-13950HX,32.0,False,17.3,1920,1080,60.0,240461.0,,,23599.0,,23599.0,41504.0
163,Casper Excalibur G911.1490-DF90X-D,Casper,Oyun,NVIDIA GeForce RTX 4090,Intel Core i9-14900HX,32.0,False,16.0,2560,1440,165.0,170000.0,,38185.0,,,38185.0,45196.0
164,Casper Excalibur G870.1362-EN70X-C,Casper,Oyun,NVIDIA GeForce RTX 5070,Intel Core i7-13620H,64.0,False,15.6,1920,1080,60.0,99404.63,,29031.0,,,29031.0,24148.0
165,Casper Excalibur G870.1362-EN60X-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,64.0,False,15.6,1920,1080,60.0,68999.0,,20706.0,,,20706.0,24148.0
166,MSI Vector 16 HX A14VHG-497XTR,MSI,Oyun,NVIDIA GeForce RTX 4080 175W,Intel Core i9-14900HX,32.0,False,16.0,2560,1600,240.0,200000.0,,,24903.0,,24903.0,45196.0
167,MSI Cyborg 15 A13VF-892XTRA81,MSI,Oyun,NVIDIA GeForce RTX 4060 45W,Intel Core i7-13620H,48.0,False,15.6,1920,1080,144.0,82193.0,,,17452.0,,17452.0,24148.0
168,Asus ROG Strix G18 G814JZR-N609206,Asus,Oyun,NVIDIA GeForce RTX 4080 175W,Intel Core i9-14900HX,32.0,False,18.0,2560,1600,240.0,129599.04,,,24903.0,,24903.0,45196.0
169,Dell G16 7630 G76302401024U07,Dell,Oyun,NVIDIA GeForce RTX 4070,Intel Core i9-13900HX,64.0,False,16.0,2560,1600,60.0,100583.0,,26926.0,,,26926.0,42986.0
170,HP Victus Gaming 16-r1012nt (9J1K2EA),HP,Oyun,NVIDIA GeForce RTX 4070,Intel Core i7-14700HX,32.0,False,16.1,2560,1440,240.0,64449.0,,26926.0,,,26926.0,37171.0
171,Monster Semruk S7 V9.2,Monster,Oyun,NVIDIA GeForce RTX 4070 140W,Intel Core i9-13950HX,32.0,False,17.0,2560,1600,240.0,170000.0,,,19576.0,,19576.0,41504.0
172,Casper Excalibur G880.1362-EN60X-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,64.0,False,15.6,1920,1080,165.0,76920.03,,20706.0,,,20706.0,24148.0
173,Casper Excalibur G870.1362-EX70R-C,Casper,Oyun,NVIDIA GeForce RTX 5070,Intel Core i7-13620H,64.0,False,15.6,1920,1080,60.0,99521.03,,29031.0,,,29031.0,24148.0
174,Dell Precision M7680 XCTOP7680EMEA-VP2 32 GB 512 GB W11P,Dell,İş/Mobil,NVIDIA RTX A5000,Intel Core i9-13950HX,32.0,False,16.0,1920,1200,60.0,217323.84,,22646.0,,,22646.0,41504.0
175,Dell Precision 7780 XCTOP7780EMEA_VP2,Dell,Genel Kullanım,NVIDIA RTX 5000 Ada Generation 175W,Intel Core i9-13950HX,32.0,False,17.3,1920,1080,60.0,218494.44,,,23599.0,,23599.0,41504.0
176,Lenovo ThinkPad P16 G2 21FA000HTX,Lenovo,İş/Mobil,NVIDIA RTX 3500 Ada Generation,Intel Core i7-13700HX,32.0,False,16.0,2560,1600,165.0,108480.0,,,19708.0,,19708.0,32551.0
177,MSI Katana 17 HX B14WGK-048XTR,MSI,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core i9-14900HX,32.0,False,17.3,2560,1440,240.0,92199.0,,,21966.5,,21966.5,45196.0
178,Lenovo ThinkPad P16S G3 21KTS39RTX 031,Lenovo,İş/Mobil,NVIDIA RTX A500,Intel Core Ultra 7 155H,96.0,False,16.0,1920,1200,60.0,109718.4,,,,,,24826.0
179,MSI Vector 16 HX AI A2XWHG-091XTRP325,MSI,Oyun,NVIDIA GeForce RTX 5070 Ti 140W,Intel Core Ultra 7 255HX,40.0,False,16.0,1920,1200,144.0,138465.12,,,21966.5,,21966.5,49467.0
180,MSI Thin 15 B12VE-1892XTRP400,MSI,Oyun,NVIDIA GeForce RTX 4050 45W,Intel Core i7-12650H,64.0,False,15.6,1920,1080,144.0,70131.29,,,14411.0,,14411.0,21884.0
181,MSI Summit E16 AI Studio A1VETG-024TR,MSI,İş/Mobil,NVIDIA GeForce RTX 4050 45W,Intel Core Ultra 7 155H,32.0,False,16.0,2560,1600,165.0,86599.0,,,14411.0,,14411.0,24826.0
182,Lenovo LOQ 15IAX9 83GS007WTR12,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12450HX,64.0,False,15.6,1920,1080,144.0,47909.32,,,14411.0,,14411.0,18228.0
183,Casper Excalibur G880.1362-EN70X-C,Casper,Oyun,NVIDIA GeForce RTX 5070,Intel Core i7-13620H,64.0,False,15.6,1920,1080,60.0,101335.04,,29031.0,,,29031.0,24148.0
184,MSI Stealth 16 AI A2HWFG-062TR,MSI,Oyun,NVIDIA GeForce RTX 5060,Intel Core Ultra 9 285H,32.0,False,16.0,2560,1600,240.0,99961.25,,20706.0,,,20706.0,33936.0
185,HP Victus Gaming 16-s1026nt (9Z796EAW14),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,48.0,False,16.1,1920,1080,144.0,85112.7,,,14411.0,,14411.0,28471.0
186,Lenovo Thinkpad E16 G2 21MA002UTX 025,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,96.0,False,16.0,1920,1200,60.0,74492.32,,5506.0,,,5506.0,24826.0
187,MSI PrestigePro 16 AI B2HVEG-252TR,MSI,İş/Mobil,NVIDIA GeForce RTX 4050,Intel Core Ultra 7 255H,32.0,False,16.0,3840,2400,60.0,84015.0,,,14411.0,,14411.0,30555.0
188,Dell Precision 7780 XCTOP7780EMEA_VP3,Dell,Genel Kullanım,NVIDIA RTX 4000 Ada Generation,Intel Core i9-13950HX,32.0,False,17.3,1920,1080,60.0,161189.68,,24004.0,,,24004.0,41504.0
189,HP ZBook Studio G11 (8S9S5EA),HP,İş/Mobil,NVIDIA GeForce RTX 4070,Intel Core Ultra 9 185H,32.0,False,16.0,1920,1200,60.0,145135.34,,26926.0,,,26926.0,29394.0
190,HP Victus Gaming 16-r1021nt (9J223EA),HP,Oyun,NVIDIA GeForce RTX 4070,Intel Core i7-14700HX,32.0,False,16.1,1920,1080,144.0,57999.0,,26926.0,,,26926.0,37171.0
191,Monster Tulpar T7 V26.2.9,Monster,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-13620H,64.0,False,17.3,1920,1080,144.0,73860.25,,,18049.0,,18049.0,24148.0
192,Monster Tulpar T6 V3.1.5,Monster,Oyun,NVIDIA GeForce RTX 4060 105W,Intel Core i7-13700HX,32.0,False,16.0,1920,1200,165.0,59470.0,,,17452.0,,17452.0,32551.0
193,HP OMEN Gaming 17-db0019nt (A44QQEAPN377),HP,Oyun,NVIDIA GeForce RTX 4070,AMD Ryzen 7 8845HS,96.0,False,17.3,1920,1080,144.0,82523.38,,26926.0,,,26926.0,28471.0
194,HP OMEN Gaming 16-wf1020nt (9J1Y9EA),HP,Oyun,NVIDIA GeForce RTX 4070,Intel Core i7-14700HX,32.0,False,16.1,1920,1080,165.0,67283.22,,26926.0,,,26926.0,37171.0
195,Casper Excalibur G870.1342-EN50X-C,Casper,Oyun,NVIDIA GeForce RTX 5050,Intel Core i5-13420H,64.0,False,15.6,1920,1080,165.0,59654.03,,17605.0,,,17605.0,17402.0
196,Lenovo LOQ 15IAX9 83GS007XTR20,Lenovo,Oyun,NVIDIA GeForce RTX 4060 105W,Intel Core i5-12450HX,64.0,False,15.6,1920,1080,144.0,51841.02,,,17452.0,,17452.0,18228.0
197,Monster Tulpar T6 V3.4.8,Monster,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core i7-13700HX,64.0,False,16.0,1920,1200,165.0,85321.48,,,21966.5,,21966.5,32551.0
198,HP ZBook Power 16 G11 (8T0V5EA),HP,İş/Mobil,NVIDIA RTX 2000 Ada Generation,Intel Core Ultra 9 185H,32.0,False,16.0,2560,1600,60.0,111999.74,,17164.0,,,17164.0,29394.0
199,Lenovo LOQ 15IRX9 883DV00AFTR27,Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,144.0,71551.41,,,10171.0,,10171.0,30673.0
200,Lenovo LOQ 15IRX9 83DV00HSTR BT24,Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,144.0,72693.74,,,10171.0,,10171.0,30673.0
201,Dell G16 7630 G76302401024U11,Dell,Oyun,NVIDIA GeForce RTX 4070,Intel Core i9-13900HX,16.0,False,16.0,2560,1600,60.0,97663.0,,26926.0,,,26926.0,42986.0
202,Lenovo LOQ 15AHP9 83DX008DTRP364,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,AMD Ryzen 5 8645HS,40.0,False,15.6,1920,1080,144.0,52934.78,,,14411.0,,14411.0,22433.0
203,Monster Tulpar T6 V3.3.8,Monster,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-13700HX,64.0,False,16.0,1920,1200,165.0,71799.3,,,18049.0,,18049.0,32551.0
204,Casper Excalibur G870.210H-EN60X-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core 5 210H,64.0,False,15.6,1920,1080,60.0,68772.03,,20706.0,,,20706.0,18879.0
205,Lenovo LOQ 15IRX9 83DV00G7TRP06,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,144.0,53445.84,,,14411.0,,14411.0,30673.0
206,MSI Katana 17 HX B14WGK-046XTR,MSI,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core i7-14650HX,32.0,False,17.3,2560,1440,240.0,88799.0,,,21966.5,,21966.5,34843.0
207,HP Victus Gaming 16-s0001nt (7Z4L9EA),HP,Oyun,NVIDIA GeForce RTX 4070,AMD Ryzen 7 7840HS,32.0,False,16.1,2560,1440,240.0,58599.0,,26926.0,,,26926.0,28608.0
208,Asus TUF Gaming F16 FX608JPR-QT002,ASUS,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core i7-14650HX,32.0,False,16.0,1920,1200,165.0,77699.0,,,21966.5,,21966.5,34843.0
209,Asus TUF Gaming F16 FX608JPR-QT070,ASUS,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core i7-14650HX,32.0,False,16.0,1920,1200,165.0,77999.0,,,21966.5,,21966.5,34843.0
210,Asus TUF Gaming F16 FX608JPR-QT072,ASUS,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core i7-14650HX,32.0,False,16.0,1920,1200,165.0,77999.0,,,21966.5,,21966.5,34843.0
211,HP ZBook Fury 16 G11 (62Y02EA),HP,İş/Mobil,NVIDIA RTX 3500 Ada Generation,Intel Core i9-14900HX,32.0,False,16.0,1920,1200,60.0,158139.84,,,19708.0,,19708.0,45196.0
212,"Apple MacBook Pro 16.2"" M3 Max (16CPU/40GPU)",Apple,İş/Mobil,Apple M3 Max (40 Çekirdek GPU),Apple M3 Max (16CPU/40GPU),48.0,False,16.2,3456,2234,120.0,139999.0,,,,,,24031.0
213,"Apple MacBook Pro 16.2"" M3 Max (16CPU/40GPU)",Apple,İş/Mobil,Apple M3 Max (40 Çekirdek GPU),Apple M3 Max (16CPU/40GPU),48.0,False,16.2,3456,2234,120.0,136800.0,,,,,,24031.0
214,HP ZBook Fury 16 G11 (5F9D2ES),HP,İş/Mobil,NVIDIA RTX 3500 Ada Generation,Intel Core i7-14700HX,32.0,False,16.0,1920,1200,60.0,141617.2,,,19708.0,,19708.0,37171.0
215,HP OMEN 17-ck1002nt (66H6R9EA),HP,Oyun,NVIDIA GeForce RTX 3080 Ti,Intel Core i9-12900HX,32.0,False,17.3,2560,1440,165.0,94809.04,,26886.0,,,26886.0,33060.0
216,Lenovo LOQ 15IAX9 83GS007WTR15,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i5-12450HX,96.0,False,15.6,1920,1080,144.0,48951.32,,,14411.0,,14411.0,18228.0
217,MSI Creator M16 HX C14VEG-060TR,MSI,İş/Mobil,NVIDIA GeForce RTX 4050,Intel Core i7-14700HX,16.0,False,16.0,2560,1600,240.0,181199.0,,,14411.0,,14411.0,37171.0
218,MSI Katana 17 HX B14WFK-216XTR,MSI,Oyun,NVIDIA GeForce RTX 5060 115W,Intel Core i7-14650HX,32.0,False,17.3,2560,1440,240.0,78599.0,,,18049.0,,18049.0,34843.0
219,HP Victus Gaming 16-s1026nt (9Z796EAW10),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,32.0,False,16.1,1920,1080,144.0,80080.88,,,14411.0,,14411.0,28471.0
220,HP Victus Gaming 16-s1026nt (9Z796EAH09),HP,Oyun,NVIDIA GeForce RTX 4050,AMD Ryzen 7 8845HS,32.0,False,16.1,1920,1080,144.0,78796.16,,,14411.0,,14411.0,28471.0
221,MSI Vector 16 HX A13VHG-495TR,MSI,Oyun,NVIDIA GeForce RTX 4080 175W,Intel Core i7-13700HX,16.0,False,16.0,1920,1200,144.0,213599.0,,,24903.0,,24903.0,32551.0
222,HP OMEN MAX Gaming 16-ah0020nt (B92QWEA),HP,Oyun,NVIDIA GeForce RTX 5070,Intel Core Ultra 7 255HX,32.0,False,16.0,2560,1600,240.0,105091.06,,29031.0,,,29031.0,49467.0
223,HP OMEN MAX Gaming 16-ah0021nt (B92QXEA),HP,Oyun,NVIDIA GeForce RTX 5070,Intel Core Ultra 7 255HX,32.0,False,16.0,2560,1600,240.0,82999.0,,29031.0,,,29031.0,49467.0
224,Lenovo ThinkPad E14 G6 21M70031TXP34,Lenovo,İş/Mobil,Intel Arc Graphics,Intel Core Ultra 7 155H,96.0,False,14.0,1920,1200,60.0,73765.66,,5506.0,,,5506.0,24826.0
225,HP Victus Gaming 16-r1088nt (B8SG7EA),HP,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-14700HX,32.0,False,16.1,1920,1080,144.0,53999.0,,19544.0,,,19544.0,37171.0
226,HP Victus Gaming 16-r1032nt (9J234EA),HP,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-14700HX,32.0,False,16.1,1920,1080,144.0,49998.79,,19544.0,,,19544.0,37171.0
227,Monster Semruk S7 V9.1,Monster,Oyun,NVIDIA GeForce RTX 4060 140W,Intel Core i7-13700HX,32.0,False,17.0,2560,1600,240.0,95999.0,,,17452.0,,17452.0,32551.0
228,Casper Excalibur G870.210H-EX60R-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core 5 210H,64.0,False,15.6,1920,1080,60.0,69548.03,,20706.0,,,20706.0,18879.0
229,Lenovo LOQ 15IRX9 83DV00G5TRH08,Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,144.0,73939.92,,,10171.0,,10171.0,30673.0
230,Lenovo LOQ 15IRX9 83DV00G5TRP08,Lenovo,Oyun,NVIDIA GeForce RTX 3050 95W,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,144.0,75186.1,,,10171.0,,10171.0,30673.0
231,MSI Katana 17 B12VGK-401XTR (64GB/1TB SSD),MSI,Oyun,NVIDIA GeForce RTX 4070 105W,Intel Core i7-12650H,64.0,False,17.3,1920,1080,144.0,75300.19,,,19576.0,,19576.0,21884.0
232,Game Garaj Slayer4 7XL-4060 C4,Game,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-14700HX,64.0,False,17.0,2560,1600,240.0,65454.05,,19544.0,,,19544.0,37171.0
233,MSI Sword 17 HX B14VGKG-054XTR,MSI,Oyun,NVIDIA GeForce RTX 4070 115W,Intel Core i7-14700HX,32.0,False,17.0,1920,1200,165.0,193199.0,,,19576.0,,19576.0,37171.0
234,Dell G16 7630 G76302401024U10,Dell,Oyun,NVIDIA GeForce RTX 4070,Intel Core i9-13900HX,16.0,False,16.0,2560,1600,60.0,93708.0,,26926.0,,,26926.0,42986.0
235,"Apple MacBook Pro 14.2"" M4 Max (14CPU/32GPU)",Apple,İş/Mobil,Apple M4 Max (32 Çekirdek GPU),Apple M4 Max (14CPU/32GPU),36.0,False,14.2,3024,1964,120.0,138799.0,,,,,,32932.0
236,"Apple MacBook Pro 14.2"" M4 Max (14CPU/32GPU)",Apple,İş/Mobil,Apple M4 Max (32 Çekirdek GPU),Apple M4 Max (14CPU/32GPU),36.0,False,14.2,3024,1964,120.0,132999.05,,,,,,32932.0
237,Gigabyte AERO 16 OLED BSF-73EE994SO,Gigabyte,Oyun,NVIDIA GeForce RTX 4070 115W,Intel Core i7-13700H,16.0,False,16.0,3840,2400,60.0,86783.04,,,19576.0,,19576.0,26358.0
238,Dell G16 7630 G76302401024U05,Dell,Oyun,NVIDIA GeForce RTX 4070,Intel Core i9-13900HX,32.0,False,16.0,2560,1600,60.0,97946.0,,26926.0,,,26926.0,42986.0
239,Lenovo LOQ 15IRX9 83LK002VTR010,Lenovo,Oyun,NVIDIA GeForce RTX 4050 105W,Intel Core i7-13650HX,32.0,False,15.6,1920,1080,144.0,44159.04,,,14411.0,,14411.0,30673.0
240,HP OMEN Gaming 17-db0015nt (A44QLEA),HP,Oyun,NVIDIA GeForce RTX 4070,AMD Ryzen 7 8845HS,32.0,False,17.3,2560,1440,240.0,62996.09,,26926.0,,,26926.0,28471.0
241,Monster Tulpar T6 V3.4.5,Monster,Oyun,NVIDIA GeForce RTX 5070 115W,Intel Core i7-13700HX,32.0,False,16.0,1920,1200,165.0,82676.57,,,21966.5,,21966.5,32551.0
242,Dell G15 Gaming 5530 G155530012U Zi721,Dell,Oyun,NVIDIA GeForce RTX 4060,Intel Core i7-13650HX,64.0,False,15.6,1920,1080,60.0,85486.61,,19544.0,,,19544.0,30673.0
243,Casper Excalibur G870.1362-EF70R-C,Casper,Oyun,NVIDIA GeForce RTX 5070,Intel Core i7-13620H,64.0,False,15.6,1920,1080,60.0,95447.03,,29031.0,,,29031.0,24148.0
244,Lenovo LOQ 15IAX9 83GS007XTR14,Lenovo,Oyun,NVIDIA GeForce RTX 4060 105W,Intel Core i5-12450HX,64.0,False,15.6,1920,1080,144.0,54399.0,,,17452.0,,17452.0,18228.0
245,Casper Excalibur G870.1362-EF60R-C,Casper,Oyun,NVIDIA GeForce RTX 5060,Intel Core i7-13620H,64.0,False,15.6,1920,1080,60.0,68599.0,,20706.0,,,20706.0,24148.0
